number,year,title,domestic_box_office,production_budget,domestic_release_date,domestic_distributor,mpaa_rating,franchise,source,genre,production_method,creative_type,production_companies,production_countries,released_in_india_2nd_check,production_budget_bins,domestic_box_office_bins,director,genres_imdb_final,languages_imdb,id_imdb,genres_imdb_extended,distributor_us
5187,2018,Unsane,7690044,0,2018-03-23,Bleecker Street,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Extension 765,New Regency",United States,yes,no info,50k-50m,Steven Soderbergh,"horror,mystery,thriller",English,7153766,"Horror,Mystery,Thriller",others
2948,2016,The Purge: Election Year,79042440,10000000,2016-07-01,Universal,R,The Purge,Original Screenplay,Horror,Live Action,Science Fiction,"Universal Pictures,Platinum Dunes,Blumhouse,Why Not Productions",United States,yes,100k-25m,50m-100m,James DeMonaco,"action,horror,sci-fi","Russian,Afrikaans,English",4094724,"Action,Horror,Sci-Fi,Thriller",nbc_universal
922,2014,Inherent Vice,8110975,20000000,2014-12-12,Warner Bros.,R,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Joanne Sellar,Ghoulardi Film Company",United States,yes,100k-25m,50k-50m,Paul Thomas Anderson,"comedy,crime,drama","English,Japanese",1791528,"Comedy,Crime,Drama,Mystery,Romance",time_warner
1739,2015,Avengers: Age of Ultron,459005868,330600000,2015-05-01,Walt Disney,PG-13,Marvel Cinematic Universe,Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero,Marvel Studios,United States,yes,325m-350m,450m-500m,Joss Whedon,"action,adventure,sci-fi","English,Korean",2395427,"Action,Adventure,Sci-Fi",disney
1751,2015,San Andreas,155190832,110000000,2015-05-29,Warner Bros.,PG-13,,Original Screenplay,Adventure,Live Action,Science Fiction,"FPS,New Line Cinema,Village Roadshow Productions,RatPac Entertainment,Dune Entertainment",United States,yes,100m-125m,150m-200m,Brad Peyton,"action,adventure,drama",English,2126355,"Action,Adventure,Drama,Thriller",time_warner
14,2013,Star Trek Into Darkness,228778661,190000000,2013-05-16,Paramount Pictures,PG-13,Star Trek,Based on TV,Adventure,Live Action,Science Fiction,"Bad Robot,Skydance Productions,Paramount Pictures",United States,yes,175m-200m,200m-250m,J.J. Abrams,"action,adventure,sci-fi","English,Klingon",1408101,"Action,Adventure,Sci-Fi",viacom
3984,2017,Thank You for Your Service,9479390,20000000,2017-10-27,Universal,R,,Based on Factual Book/Article,Drama,Live Action,Dramatization,"DreamWorks Pictures,Reliance Entertainment,Rahway Road ",United States,yes,100k-25m,50k-50m,Jason Hall,"biography,drama,war",English,2776878,"Biography,Drama,War",nbc_universal
3879,2017,Cars 3,152901115,175000000,2017-06-16,Walt Disney,G,Cars,Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Disney-Pixar,Walt Disney Pictures",United States,yes,175m-200m,150m-200m,Brian Fee,"adventure,animation,comedy",English,3606752,"Animation,Adventure,Comedy,Family,Sport",disney
50,2013,Olympus Has Fallen,98927592,70000000,2013-03-22,FilmDistrict,R,Olympus Has Fallen,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Millennium Films,Nu Image,Gerard Butler Alan Siegel Entertainment",United States,yes,50m-75m,50m-100m,Antoine Fuqua,"action,thriller","English,Korean",2302755,"Action,Thriller",others
860,2014,Muppets Most Wanted,51178893,55000000,2014-03-21,Walt Disney,PG,Muppets,Based on TV,Adventure,Live Action,Kids Fiction,Mandeville Films,United States,yes,50m-75m,50m-100m,James Bobin,"adventure,comedy,crime","English,German",2281587,"Adventure,Comedy,Crime,Family,Musical,Mystery",disney
73,2013,The Purge,64473115,3000000,2013-06-07,Universal,R,The Purge,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"Platinum Dunes,Blumhouse,Why Not Productions","France,United States",yes,100k-25m,50m-100m,James DeMonaco,"horror,thriller",English,2184339,"Horror,Thriller",nbc_universal
890,2014,Sin City: A Dame to Kill For,13757804,65000000,2014-08-22,Weinstein Co.,R,Sin City,Based on Comic/Graphic Novel,Action,Live Action,Fantasy,"Troublemaker Studios,AR Films,Aldamisa Films",United States,yes,50m-75m,50k-50m,"Frank Miller,Robert Rodriguez","crime,thriller",English,458481,"Crime,Thriller",others
3950,2017,Kidnap,30718107,0,2017-08-04,Aviron Pictures,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Aviron Pictures,Lotus Entertainment,Ingenious Media,di Bonaventura Pictures,606 Films,Gold Star Films,Well Go USA Entertainment,Rumble Entertainment",United States,yes,no info,50k-50m,Luis Prieto,"action,crime,drama",English,1458169,"Action,Crime,Drama,Mystery,Thriller",others
5508,2018,The First Purge,69086325,13000000,2018-07-04,Universal,R,The Purge,Original Screenplay,Horror,Live Action,Contemporary Fiction,"Universal Pictures,Platinum Dunes,Blumhouse,Perfect World Pictures,Man in a Tree Productions",United States,yes,100k-25m,50m-100m,Gerard McMurray,"action,horror,sci-fi","Spanish,English,French",6133466,"Action,Horror,Sci-Fi,Thriller",nbc_universal
1849,2015,Far from the Madding Crowd,12236500,0,2015-05-01,Fox Searchlight,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"DNA Films,Fox Searchlight Pictures,BBC Films,TSG Entertainment","United Kingdom,United States",yes,no info,50k-50m,Thomas Vinterberg,"drama,romance",English,2935476,"Drama,Romance",21st_century_fox
3922,2017,Victoria and Abdul,22245070,0,2017-10-06,Universal,PG-13,,Based on Factual Book/Article,Drama,Live Action,Dramatization,"Focus Features,Perfect World Pictures,BBC Films,Working Title Films,Cross Street Films","United Kingdom,United States",yes,no info,50k-50m,Stephen Frears,"biography,drama,history","English,Urdu,Hindi",5816682,"Biography,Drama,History",nbc_universal
3980,2017,The Promise,8224288,90000000,2017-04-21,Open Road,PG-13,,Original Screenplay,Drama,Live Action,Historical Fiction,"Survival Pictures,Mike Medavoy Productions","Spain,United States",yes,75m-100m,50k-50m,Terry George,"drama,history","English,Armenian,German,French,Turkish",4776998,"Drama,History",others
3055,2016,Swiss Army Man,4210454,3000000,2016-06-24,A24,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Cold Iron Pictures,Blackbird,Tadmor Group,Astrakan Films AB,Deluxe Entertainment Services Group",United States,yes,100k-25m,50k-50m,"Daniel Kwan,Daniel Scheinert","adventure,comedy,drama",English,4034354,"Adventure,Comedy,Drama,Fantasy,Romance",others
5504,2018,Ant-Man and the Wasp,215808206,130000000,2018-07-06,Walt Disney,PG-13,Ant-Man,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,Marvel Studios,United States,yes,125m-150m,200m-250m,Peyton Reed,"action,adventure,sci-fi",English,5095030,"Action,Adventure,Comedy,Sci-Fi",disney
901,2014,When the Game Stands Tall,30127963,15000000,2014-08-22,Sony Pictures,PG,,Based on Factual Book/Article,Drama,Live Action,Contemporary Fiction,Mandalay Sports Media,United States,yes,100k-25m,50k-50m,Thomas Carter,"drama,family,sport",English,2247476,"Drama,Family,Sport",sony
3002,2016,The Brothers Grimsby,6864016,35000000,2016-03-11,Sony Pictures,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures,LStar Capital,Village Roadshow Productions,Four by Two Films,Working Title Films,Big Talk Pictures","United Kingdom,United States",yes,25m-50m,50k-50m,Louis Leterrier,"action,adventure,comedy","English,Ukrainian",3381008,"Action,Adventure,Comedy",sony
1899,2015,Pawn Sacrifice,2436308,0,2015-09-16,Bleecker Street,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization,"Bleecker Street ,Mica Entertainment,Material Pictures",United States,yes,no info,50k-50m,Edward Zwick,"biography,drama,sport","English,Russian",1596345,"Biography,Drama,Sport,Thriller",others
2996,2016,Masterminds,17356894,0,2016-09-30,Relativity,PG-13,,Based on Real Life Events,Comedy,Live Action,Historical Fiction,"Relativity Media,Surefire Entertianment Capital,Michaels/Goldwyn",United States,yes,no info,50k-50m,Jared Hess,"action,comedy,crime","English,Spanish",2461150,"Action,Comedy,Crime",others
5182,2018,Death Wish,34017028,30000000,2018-03-02,MGM,R,,Remake,Action,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures,Cave 76 ",United States,yes,25m-50m,50k-50m,Eli Roth,"action,crime,drama",English,1137450,"Action,Crime,Drama,Thriller",others
815,2014,Neighbors,150086800,18000000,2014-05-09,Universal,R,Neighbors,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Good Universe,Point Grey",United States,yes,100k-25m,150m-200m,Nicholas Stoller,comedy,English,2004420,Comedy,nbc_universal
788,2014,The Hobbit: The Battle of the Five Armies,255119788,250000000,2014-12-17,Warner Bros.,PG-13,Peter Jackson's Lord of the Rings,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy,"New Line Cinema,Wingnut Films,Metro-Goldwyn-Mayer Pictures","New Zealand,United States",yes,250m-275m,250m-300m,Peter Jackson,"adventure,fantasy",English,2310332,"Adventure,Fantasy",time_warner
3868,2017,It,327481748,35000000,2017-09-08,Warner Bros.,R,,Remake,Horror,Live Action,Historical Fiction,"Lin Pictures,Vertigo Entertainment,KatzSmith Productions,New Line Cinema",United States,yes,25m-50m,300m-350m,Andy Muschietti,"drama,horror,thriller",English,1396484,"Drama,Horror,Thriller",time_warner
1749,2015,Ant-Man,180202163,130000000,2015-07-17,Walt Disney,PG-13,Marvel Cinematic Universe,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"Marvel Studios,Walt Disney Pictures",United States,yes,125m-150m,150m-200m,Peyton Reed,"action,adventure,comedy",English,478970,"Action,Adventure,Comedy,Crime,Sci-Fi",disney
5,2013,The Hunger Games: Catching Fire,424668047,130000000,2013-11-22,Lionsgate,PG-13,Hunger Games,Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction,"Lionsgate,Color Force",United States,yes,125m-150m,400m-450m,Francis Lawrence,"action,adventure,mystery",English,1951264,"Action,Adventure,Mystery,Sci-Fi,Thriller",lionsgate
3031,2016,A Hologram for the King,4212494,35000000,2016-04-22,Roadside Attractions,R,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Lionsgate,Roadside Attractions,Saban Films,Playtone,X Filme Creative Pool,LLC Primeredian Entertainment,Vingt Deux Heures Vingt Deux,WS Filmproduktion,Silver Reel Entertainment,Fabrica de Cine,Lotus Entertainment",United States,yes,25m-50m,50k-50m,Tom Tykwer,"comedy,drama,romance","English,Arabic",2980210,"Comedy,Drama,Romance",lionsgate
914,2014,The Quiet Ones,8509867,0,2014-04-25,Lionsgate,PG-13,,Original Screenplay,Horror,Live Action,Fantasy,Hammer Films,United States,yes,no info,50k-50m,John Pogue,horror,English,2235779,Horror,lionsgate
1869,2015,Strange Magic,12429583,0,2015-01-23,Walt Disney,PG,,Original Screenplay,Adventure,Digital Animation,Kids Fiction,Lucasfilm,United States,yes,no info,50k-50m,Gary Rydstrom,"adventure,animation,comedy",English,4191054,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",disney
85,2013,The Call,51872378,12800000,2013-03-15,Sony Pictures,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Tri-Star Pictures,Stage 6 Films,Troika Pictures,WWE Studios,Amasia Entertainment,Apotheosis Media Group",United States,yes,100k-25m,50m-100m,Brad Anderson,"crime,horror,thriller",English,1911644,"Crime,Horror,Thriller",sony
3927,2017,"Everything, Everything",34121140,10000000,2017-05-19,Warner Bros.,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures,Alloy Entertainment",United States,yes,100k-25m,50k-50m,Stella Meghie,"drama,romance",English,5001718,"Drama,Romance",time_warner
3038,2016,Popstar: Never Stop Never Stopping,9496130,20000000,2016-06-03,Universal,R,,Based on Web Series,Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Perfect World Pictures,Apatow Productions,Lonely Island",United States,yes,100k-25m,50k-50m,"Akiva Schaffer,Jorma Taccone","comedy,music",English,3960412,"Comedy,Music",nbc_universal
3093,2016,American Pastoral,544098,0,2016-10-21,Lionsgate,R,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Lakeshore Entertainment,Lionsgate",United States,yes,no info,50k-50m,Ewan McGregor,"crime,drama",English,376479,"Crime,Drama",lionsgate
926,2014,The Interview,6105175,44000000,2014-02-06,Sony Pictures,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Point Grey,Sony Pictures,LStar Capital",United States,yes,25m-50m,50k-50m,"Seth Rogen,Evan Goldberg",comedy,"English,Korean",2788710,Comedy,sony
4036,2017,The Lovers,2194521,0,2017-05-05,A24,R,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,A24,United States,yes,no info,50k-50m,Azazel Jacobs,"comedy,drama,romance",English,5770620,"Comedy,Drama,Romance",others
2961,2016,Collateral Beauty,31016021,36000000,2016-12-16,Warner Bros.,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"PalmStar Media,Likely Story,New Line Cinema,Village Roadshow Productions,RatPac Entertainment,Dune Entertainment,Anonymous Content,Overbrook Entertainment",United States,yes,25m-50m,50k-50m,David Frankel,"drama,romance",English,4682786,"Drama,Romance",time_warner
70,2013,Riddick,42025135,38000000,2013-09-06,Universal,R,Riddick,Original Screenplay,Action,Live Action,Science Fiction,"One Race Films,Universal Pictures,Radar Pictures",United States,yes,25m-50m,50k-50m,David Twohy,"action,sci-fi,thriller",English,1411250,"Action,Sci-Fi,Thriller",nbc_universal
1824,2015,Hot Pursuit,34580201,35000000,2015-05-08,Warner Bros.,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,Metro-Goldwyn-Mayer Pictures,Pacific Standard",United States,yes,25m-50m,50k-50m,Anne Fletcher,"action,comedy,crime","English,Spanish",2967224,"Action,Comedy,Crime",time_warner
3952,2017,Sleepless,20783704,0,2017-01-13,Open Road,R,,Based on Movie,Thriller/Suspense,Live Action,Contemporary Fiction,"Open Road Films,Riverstone Pictures,Vertigo Entertainment",United States,yes,no info,50k-50m,Baran bo Odar,"action,crime,thriller",English,2072233,"Action,Crime,Thriller",others
806,2014,Gone Girl,167767189,61000000,2014-10-03,20th Century Fox,R,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Regency Enterprises,TSG Entertainment",United States,yes,50m-75m,150m-200m,David Fincher,"crime,drama,mystery",English,2267998,"Crime,Drama,Mystery,Thriller",21st_century_fox
1755,2015,Mad Max: Fury Road,153636354,150000000,2015-05-15,Warner Bros.,R,Mad Max,Original Screenplay,Action,Live Action,Science Fiction,Kennedy Miller Mitchell Productions,United States,yes,150m-175m,150m-200m,George Miller,"action,adventure,sci-fi","English,Russian",1392190,"Action,Adventure,Sci-Fi,Thriller",time_warner
3954,2017,The Bye Bye Man,22395806,7400000,2017-01-13,STX Entertainment,PG-13,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Fantasy,"Huayi Brothers Pictures Ltd,Intrepid Pictures,Los Angeles Media Fund",United States,yes,100k-25m,50k-50m,Stacy Title,"horror,thriller",English,4030600,"Horror,Thriller",others
1818,2015,Sinister 2,27740955,10000000,2015-08-21,Focus Features,R,Sinister,Original Screenplay,Horror,Live Action,Fantasy,"Focus Features,Entertainment One,IM Global,Blumhouse,Tank Caterpillar",United States,yes,100k-25m,50k-50m,Ciaran Foy,"horror,mystery,thriller",English,2752772,"Horror,Mystery,Thriller",nbc_universal
1797,2015,The Second Best Exotic Marigold Hotel,33078266,10000000,2015-03-06,Fox Searchlight,PG,Best Exotic Marigold Hotel,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Blueprint Films,Fox Searchlight Pictures,Participant Media,Image Nation","United Kingdom,United States",yes,100k-25m,50k-50m,John Madden,"comedy,drama",English,2555736,"Comedy,Drama",21st_century_fox
885,2014,Oculus,27695246,5000000,2014-04-11,Relativity,R,,Original Screenplay,Horror,Live Action,Fantasy,"Blumhouse,Intrepid Pictures,Relativity Media",United States,yes,100k-25m,50k-50m,Mike Flanagan,"horror,mystery",English,2388715,"Horror,Mystery",others
3885,2017,Wonder,132422809,20000000,2017-11-17,Lionsgate,PG,,Based on Factual Book/Article,Drama,Live Action,Dramatization,"Participant Media,Walden Media,Mandeville Films,Lionsgate",United States,yes,100k-25m,100m-150m,Stephen Chbosky,"drama,family",English,2543472,"Drama,Family",lionsgate
5064,2018,12 Strong,45500164,35000000,2018-01-19,Warner Bros.,R,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Alcon Entertainment,Black Label Media,Jerry Bruckheimer,Torridon Films",United States,yes,25m-50m,50k-50m,Nicolai Fuglsig,"action,drama,history","English,Dari,Russian,Spanish",1413492,"Action,Drama,History,War",time_warner
1744,2015,The Martian,228433663,108000000,2015-10-02,20th Century Fox,PG-13,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,"Scott Free Films,Kinberg Genre",United States,yes,100m-125m,200m-250m,Ridley Scott,"adventure,drama,sci-fi","English,Mandarin",3659388,"Adventure,Drama,Sci-Fi",21st_century_fox
2958,2016,Ben-Hur,26410477,95000000,2016-08-19,Paramount Pictures,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Paramount Pictures,Metro-Goldwyn-Mayer Pictures,Sean Daniel Company,Lightworkers Media,Timur Bekmambetov",United States,yes,75m-100m,50k-50m,Timur Bekmambetov,"action,adventure,drama","English,Persian,Greek,Arabic",2638144,"Action,Adventure,Drama,History",viacom
887,2014,"As Above, So Below",21222315,5000000,2014-08-29,Universal,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Legendary Pictures,Brothers Dowdle",United States,yes,100k-25m,50k-50m,John Erick Dowdle,"horror,mystery,thriller","English,French,Latin",2870612,"Horror,Mystery,Thriller",nbc_universal
3913,2017,The Dark Tower,50701325,60000000,2017-08-04,Sony Pictures,PG-13,,Based on Fiction Book/Short Story,Western,Live Action,Science Fiction,"Sony Pictures,MRC",United States,yes,50m-75m,50m-100m,Nikolaj Arcel,"action,adventure,fantasy",English,1648190,"Action,Adventure,Fantasy,Horror,Sci-Fi,Western",sony
1857,2015,Blackhat,8005980,70000000,2015-01-16,Universal,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Legendary Pictures,Forward Pass",United States,yes,50m-75m,50k-50m,Michael Mann,"action,crime,thriller","English,Mandarin,Spanish",2717822,"Action,Crime,Thriller",nbc_universal
975,2014,Tracks,509815,0,2014-09-19,Weinstein Co.,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization,See-Saw Films,United States,yes,no info,50k-50m,John Curran,"adventure,biography,drama","English,Aboriginal",2167266,"Adventure,Biography,Drama",others
5180,2018,Sherlock Gnomes,43242871,59000000,2018-03-23,Paramount Pictures,PG,Gnomeo and Juliet,Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Metro-Goldwyn-Mayer Pictures,Rocket Pictures,Paramount Pictures",United States,yes,50m-75m,50k-50m,John Stevenson,"adventure,animation,comedy",English,2296777,"Animation,Adventure,Comedy,Family,Fantasy,Mystery,Romance",viacom
2926,2016,Arrival,100546139,47000000,2016-11-11,Paramount Pictures,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction,"Paramount Pictures,FilmNation Entertainment,Lava Bear Films,21 Laps Entertainment",United States,yes,25m-50m,100m-150m,Denis Villeneuve,"drama,mystery,sci-fi","English,Russian,Mandarin",2543164,"Drama,Mystery,Sci-Fi,Thriller",viacom
2993,2016,Hell or High Water,27007844,12000000,2016-08-26,Lionsgate,R,,Original Screenplay,Western,Live Action,Contemporary Fiction,"Sidney Kimmel Entertainment,Film 44,CBS Films,OddLot Entertainment",United States,yes,100k-25m,50k-50m,David Mackenzie,"action,crime,drama",English,2582782,"Action,Crime,Drama,Thriller,Western",lionsgate
1795,2015,Southpaw,52421953,30000000,2015-07-24,Weinstein Co.,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Riche   ,Escape Artists,Fuqua Films",United States,yes,25m-50m,50m-100m,Antoine Fuqua,"drama,sport",English,1798684,"Drama,Sport",others
2894,2016,Deadpool,363070709,58000000,2016-02-12,20th Century Fox,R,X-Men,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,Marvel Studios,United States,yes,50m-75m,350m-400m,Tim Miller,"action,adventure,comedy",English,1431045,"Action,Adventure,Comedy,Sci-Fi",21st_century_fox
47,2013,Insidious Chapter 2,83586447,5000000,2013-09-13,FilmDistrict,PG-13,Insidious,Original Screenplay,Horror,Live Action,Contemporary Fiction,"FilmDistrict,Stage 6 Films,Entertainment One,Blumhouse,Oren Peli",United States,yes,100k-25m,50m-100m,James Wan,"horror,mystery,thriller",English,2226417,"Horror,Mystery,Thriller",others
1839,2015,The Lazarus Effect,25801570,5000000,2015-02-27,Lionsgate,PG-13,,Original Screenplay,Horror,Live Action,Science Fiction,"Blumhouse,Mosaic Media",United States,yes,100k-25m,50k-50m,David Gelb,"horror,mystery,sci-fi",English,2918436,"Horror,Mystery,Sci-Fi,Thriller",lionsgate
3112,2016,The Hollars,1016985,0,2016-08-26,Sony Pictures Classics,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Sycamore Pictures,Sunday Night,Groundswell Productions",United States,yes,no info,50k-50m,John Krasinski,"comedy,drama,romance",English,3714720,"Comedy,Drama,Romance",sony
5427,2018,Incredibles 2,606354358,200000000,2018-06-15,Walt Disney,PG,The Incredibles,Original Screenplay,Adventure,Digital Animation,Kids Fiction,Disney-Pixar,United States,yes,200m-225m,600m-650m,Brad Bird,"action,adventure,animation",English,3606756,"Animation,Action,Adventure,Comedy,Family,Sci-Fi",disney
3962,2017,CHiPS,18600152,25000000,2017-03-24,Warner Bros.,R,,Based on TV,Action,Live Action,Contemporary Fiction,"Warner Bros.,Panay Films,RatPac Entertainment,Dune Entertainment",United States,yes,25m-50m,50k-50m,Dax Shepard,"action,comedy,crime","English,Spanish",493405,"Action,Comedy,Crime",time_warner
3871,2017,Transformers: The Last Knight,130168683,217000000,2017-06-21,Paramount Pictures,PG-13,Transformers,Based on TV,Action,Animation/Live Action,Science Fiction,"Hasbro,di Bonaventura Pictures,Paramount Pictures",United States,yes,200m-225m,100m-150m,Michael Bay,"action,adventure,sci-fi",English,3371366,"Action,Adventure,Sci-Fi",viacom
3981,2017,Paris Can Wait,5608745,0,2017-05-12,Sony Pictures Classics,PG,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Lifetime Films,American Zoetrope,Corner Piece Capital LLC,Protagonist Pictures,Tohokushinsha Film Corporation",United States,yes,no info,50k-50m,Eleanor Coppola,"comedy,drama,romance","English,French",4429194,"Comedy,Drama,Romance",sony
37,2013,Captain Phillips,107136417,55000000,2013-10-11,Sony Pictures,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization,"Columbia Pictures,Scott Rudin Productions,Michael De Luca,Trigger Street Productions",United States,yes,50m-75m,100m-150m,Paul Greengrass,"biography,drama,thriller","English,Somali",1535109,"Biography,Drama,Thriller",sony
